county,loc_1
kerry,
kerry,
kilkenny,"ma,neponset"
kilkenny,"ma,neponset"
kilkenny,"nyc,'51"
kings,"la,new orleans,49"
limerick,nyc
londonderry,"ny,brooklyn"
londonderry,"ny,brooklyn"
londonderry,"que,montreal,46"
louth,"tn,"
meath,"nyc,'47"
meath,"nyc,'50"
roscommon,nyc
roscommon,nyc
roscommon,nyc
roscommon,"nyc,'48"
sligo,"ma,neponset"
tipperary,
tipperary,
tipperary,"nyc,'52"
tyrone,"ny,phoenix"
waterford,"nfld,st.john's,48"
,"ny,gloucester"
carlow,"quebec,'52"
clare,
cork,
cork,"me,cutler,49"
cork,"ny,albany"
cork,"ma,boston,'48"
donegal,
donegal,
donegal,
donegal,
dublin,
dublin,"que,quebec,51"
galway,"oh,londonderry"
galway,"ny,broadway,9/25/48"
kerry,"que,st.george,11/52"
kerry,nyc
kerry,"quebec,'43"
kerry,"quebec,'43"
kildare,"ma,boston,52"
kilkenny,"ny,albany,9/52"
kilkenny,"*isle of jersey,'47"
kilkenny,"*isle of jersey,'47"
kings,"ny,brooklyn"
kings,nyc
limerick,"ny,51"
limerick,"il,lasalle,11/52"
limerick,"pa,athens,52"
limerick,"pa,athens,8/52"
limerick,"pa,athens"
louth,"mo,st.louis"
louth,"in,"
meath,"ct,new haven,52"
mayo,"nh,concord"
mayo,"nh,concord"
mayo,"ma,marlboro,6/52"
meath,"ri,providence,47"
meath,"ri,providence,47"
meath,st.lawrence river
monaghan,
monaghan,"la,new orleans,51"
monaghan,"la,new orleans,51"
monaghan,"la,new orleans,51"
queens,"pa,philadelphia,10/51"
tipperary,"il,chicago,49"
tipperary,
tipperary,
tipperary,
waterford,"ny,brooklyn"
waterford,"ny,brooklyn"
waterford,"ny,brooklyn"
,"ca,"
,"vt,middlebury,addison cnty."
,"ma,lowell,6/51"
,nyc
,nyc
clare,"nyc,'52"
cork,"ont,"
cork,
cork,"quebec,'30"
cork,"quebec,'30"
cork,
cork,"ny,albany,44/45"
cork,"nyc,'53"
galway,"ma,boston,'43"
galway,"pa,"
galway,"nh,gorham,11/51"
kerry,"nyc,'40"
kerry,"nyc,'52"
kildare,
kildare,"ma,boston,'52"
kilkenny,
kilkenny,
limerick,"quebec,'52"
limerick,
limerick,"nyc,'51"
limerick,"in,lafayette"
longford,
roscommon,"vt,middlebury,addison co."
sligo,"md,baltimore hospital"
sligo,"nyc,'46"
sligo,"quebec,'48"
tipperary,"oh,huron cnty.*"
waterford,
waterford,"mo,st.louis"
wicklow,nyc
,"mo,st.louis"
,"ont,ottawa,bytown,46"
,"oh,cleveland"
,"nh,"
,"nh,"
,"nh,warren"
,nyc
,"oh,cincinnati"
,"ny,troy"
,"md,baltimore,42"
cavan,"tn,memphis"
clare,"ny,williamsport,51"
clare,"oh,toledo,52"
clare,"nyc,'51"
clare,"nyc,'51"
clare,"ny,westchester co."
clare,"ny,williamsport,51"
cork,"nyc,'52"
cork,"nyc,'52"
cork,"ky,louisville,50"
cork,"oh,cincinnati"
cork,"ny,ontario co."
cork,"ny,ontario co."
cork,"ma,11/51"
cork,
cork,
kerry,"oh,"
kerry,"nyc,'51"
kildare,"ny,brooklyn"
leitrim,"va,fairmount"
limerick,"ny,nyc"
limerick,"pa,pittsburgh"
louth,"ct,new haven"
mayo,"ny,9/52"
mayo,"ny,9/52"
*england,"nyc,'50"
,"la,new orleans"
roscommon,"ont,kingston,40"
roscommon,"ont,kingston,40"
tipperary,"ny,troy,50"
tipperary,
tipperary,
tyrone,
,"ma,boston,47"
,"ma,boston,47"
antrim,"oh,stewards"
cavan,"ont,"
clare,"quebec,'51"
clare,"ma,boston,51"
cork,"nyc,'48"
cork,"nyc,'48"
cork,"nbr,st.john"
kerry,
kerry,"ma,holyoke,11/49"
kildare,"oh,sylvania,lucas co."
kilkenny,"quebec,'29"
kings,"md,baltimore"
limerick,nyc
limerick,"nyc,'51"
longford,
mayo,"md,baltimore"
queens,"ia,noblesville,hamilton co."
roscommon,"nyc,'49"
tipperary,"quebec,'46"
tipperary,"dc,washington,georgetown"
tipperary,nj
tyrone,"ny,albany,51"
tyrone,"pa,philadelphia"
tyrone,"pa,philadelphia"
waterford,"ct,hartford"
waterford,"ma,boston"
wicklow,"nj,"
wicklow,"nj,"
,"pa,buckstown"
,
,
,"ny,buffalo,7/2/52"
,
,"pa,buckstown"
cavan,"nyc,nr."
clare,"al,/va,"
clare,"al,/va,"
cork,"ma,boston,50"
cork,"oh,columbus"
cork,"ny,albany,50"
cork,"ma,boston,52"
cork,"quebec,'37"
cork,"quebec,'37"
cork,"quebec,'37"
galway,"ny,manchester,7/50;south"
galway,"nbr,st.john"
galway,"nbr,st.john"
galway,"nbr,st.john"
galway,"nbr,st.john"
galway,"nbr,st.john"
galway,"nbr,st.john"
galway,"ma,boston,'51"
galway,"vt,w.rutland,50"
kerry,"nyc,44"
kerry,"oh,51"
kerry,"va,seven mile ford,2/53"
kerry,"va,seven mile ford;2/53"
kildare,"nyc,'49"
kilkenny,"MA, Berkshire County, Mill River"
kilkenny,"ma,fall river"
kilkenny,"mo,st.louis,52"
kilkenny,"ny,liverpool"
,
kings,"nyc,'39"
limerick,"pa,alexander,washington co."
louth,
louth,
mayo,"nbr,st.john"
mayo,"nyc,'47"
queens,
queens,
queens,"ny,evans co."
queens,"va,richmond"
roscommon,
roscommon,
roscommon,
roscommon,"nyc,'53"
sligo,nyc
sligo,"nbr,st.john"
tipperary,"nyc,'47"
tipperary,"nyc,'50"
,"ny,westchester co."
,"vt,"
,"tn,"
,"ma,fall river,2/52"
,"il,jonesborough,12/52"
,"ny,troy"
,"ny,troy"
,"ny,montgomery co.,45"
,"ny,montgomery co.,45"
,"ny,montgomery,45"
,"ny,montgomery co.,45"
,
,
,
,
,
,
cavan,"nyc,49"
clare,"nyc,'52"
clare,"ma,boston,52"
clare,
cork,
cork,"quebec,'49"
cork,"nyc,'50"
cork,nyc
down,"nyc,'51"
dublin,
galway,"nh,concord"
kerry,"ny,cooper's plains"
kerry,
kerry,"oh,"
kerry,"ny,cooper's plains"
kings,nyc
limerick,"ma,boston,49"
limerick,"nyc,'49"
limerick,
limerick,
limerick,"ga,savanah"
longford,"nbr,st.john"
longford,"nbr,st.john,51"
louth,"nyc,'51"
mayo,"nyc,'46"
mayo,"la,new orleans"
meath,"ma,boston,'47"
meath,"va,salem,fanquier co.,3/52"
meath,"nyc,'51"
monaghan,"nyc,"
queens,nyc
roscommon,
roscommon,"nh,"
sligo,"ny,matteawan,3/53"
tipperary,"il,cooks co."
tyrone,
waterford,"quebec,'46"
cavan,"que,montreal,w/jms. mccanley"
cavan,"nyc,'51"
clare,"ny,durham,believe in"
clare,"ny,durham,believe in"
clare,"ny,durham,believe in"
clare,"nyc,'52"
clare,"wi,"
cork,"hornsville,51"
cork,"ny,salina, left in 44"
cork,"[],jalapa, 47 discharged"
cork,"ma,boston,nr"
cork,"ma,"
cork,"nj,"
fermanagh,"nyc,"
fermanagh,"nyc,"
fermanagh,nyc
fermanagh,nyc
galway,"ny,kingsborough,"
galway,"ny,kingsborough,"
kerry,"nbr,st.john"
leitrim,"quebec,'39"
leitrim,"nyc,'52"
leitrim,nyc
louth,"oh,tara hill,"
mayo,"oh,cincinnati,'5*"
mayo,"ny,rochester, 05/52."
mayo,"pa,phila,*"
mayo,"ky,maysville,"
meath,"nyc,51"
meath,"oh,cincinnati,"
queens,"me,bath,"
queens,
queens,
roscommon,"ont,'37"
roscommon,"ont,'37"
tipperary,
tipperary,nyc
tipperary,"ny,niagara falls,nr."
,"ma,boston, 8/52"
,"ma,boston"
,"mo,st.louis,5/52"
,"ny,whitehall,50*"
,"oh,cincinnati"
,"ny,buffalo,10/52"
,"ky,"
,
limerick,"pei,charlottetown,'41"
limerick,"pei,charlottetown,'41"
limerick,"pei,charlottetown,'41"
limerick,"pei,charlottetown,'41"
limerick,"pei,charlottetown,'41"
limerick,"pei,charlottetown,'41"
limerick,"pei,charlottetown,'41"
limerick,"pei,charlottetown,'41"
,"quebec,'45"
,"quebec,'45"
,
,"ny,long island farm,7/44"
,"ny,long island farm,6/44"
,"oh,springfield,3/52"
,
armagh,"ny,nyc,12/50"
carlow,"ny,auburn"
cavan,nyc*
clare,"nyc,'39"
cork,"ny,auburn"
cork,
cork,"nyc,'46"
cork,"ma,boston,'49"
cork,"ma,boston,'49"
donegal,"pa,carbon co,'50"
,"ma,boston"
galway,
kerry,nh
kerry,
kerry,
leitrim,nyc
leitrim,
leitrim,
limerick,
limerick,
limerick,nyc
limerick,"ny,buffalo"
limerick,"mo,st.louis"
sligo,"ny,whitehall,50*"
tipperary,"quebec,'52"
tipperary,
tipperary,"nyc,'52"
tipperary,"ny,auburn"
tipperary,"ns,halifax/st.john's,nbr,"
tyrone,"nbr,st.john,nr."
waterford,"ny,genesee co.,5/52"
,"nyc,'51"
,"nyc,'51"
,
,
,"nyc,'51"
,"nyc,'48"
,"va,petersburg"
,"pa,easton,n.hampton co.2/52"
,"ma,w.winfert,supposed in ct"
,"ma,charlestown,"
,"ma,charlestown,"
,
,"va,jelfair,10/52"
,"ri,providence, 48"
,
armagh,
clare,"in,indianapolis,"
cork,"nh,summit, wkng.on rr"
cork,"ny,e.brooklyn,"
cork,"ont,[supposed there]"
cork,"nyc,'40"
donegal,"nyc,headed to savannah."
galway,"md,baltimore, 51"
galway,
galway,
kerry,"nyc,'51"
kerry,"ny,dunkirk,6/52"
kerry,"ma,old cambridge, 08/51"
kerry,"pa,"
kerry,"que,montreal,left for nfld."
kildare,"nyc,'51"
kildare,
kilkenny,
leitrim,"nyc,51"
limerick,"nyc,'51"
limerick,"ma,boston,'48"
roscommon,"nyc,04/52"
roscommon,"*eng, 51"
roscommon,"*eng,'51"
sligo,"ma,cabotville,"
sligo,"ma,cabotville,"
sligo,"ma,cabotville,"
sligo,"ma,boston,"
tipperary,
tipperary,
waterford,"ma,boston,nr"
waterford,"al,mobile"
,"can,"
,
,
,
,
,"quebec,'50"
,"ny,rhine"
,"ma,boston*"
,"or,portland"
,
,
,
antrim,"md,baltimore co,47"
antrim,
antrim,
cavan,"pa,erie canal,50"
clare,"quebec,'51"
clare,"il,"
clare,
clare,"nyc,'44"
cork,"nyc,'52"
cork,"ma,lowell, 12/51"
cork,"ma,boston"
cork,"nyc,ward's island hospital"
cork,"ma,lawrence city"
donegal,"la,lafayette city,**"
dublin,"or,portland"
galway,"me,portland"
galway,"nbr,st.john"
galway,"ga,savannah"
kerry,
kerry,"la,new orleans,*,52"
kildare,"ct,danbury,44"
leitrim,
leitrim,
leitrim,
limerick,
louth,
louth,"in,"
louth,
mayo,"nyc,'49"
mayo,"la,new orleans,12/52"
mayo,
*england,"va,"
roscommon,"la,new orleans,8 herod st."
roscommon,"ma,hinsdale,3/52"
tipperary,
tyrone,"ma,boston,"
tyrone,"nyc,'47"
tyrone,"nyc,'49"
waterford,"ont,"
waterford,"ont,"
waterford,"ont,"
,"ma,boston"
,"nyc,'52"
,
,
,"ny,royalton"
,"nyc,'51"
,"nyc,'52"
,"ny,cohoes"
,"ny,cohoes"
,
,
,
carlow,"ny,clinton co.,52"
carlow,"ny,clinton co.,52"
carlow,"ny,clinton co.,52"
cavan,"ma,lowell,51"
cavan,"nyc,'52"
cork,
cork,"ct,49"
dublin,"ma,boston,53"
dublin,"nyc,'48"
galway,nyc
galway,nyc
galway,"ma,boston,'51"
kerry,"oh,manmee co."
kerry,"la,new orleans,50"
kerry,"ma,boston,'49"
kerry,"quebec,'52"
kings,"ma,milford"
kings,"ma,milford"
leitrim,"nyc,'52"
limerick,"ct,new haven,3/52"
limerick,"ny,erie canal,11/52"
limerick,"nyc,'49"
limerick,"pa,delaware co."
mayo,"nyc,'49"
mayo,
mayo,
mayo,"nyc,'50"
meath,
*england,"wi,brown co.,37"
roscommon,"nyc,'51"
roscommon,
tipperary,nyc
tipperary,"va,"
waterford,nyc
wexford,"quebec,'51"
,"wi,southport,06/46"
,"wi,southport,06/46"
clare,"quebec,'49"
clare,
clare,
clare,
cork,"ma,boston,'46"
cork,
cork,
cork,
cork,"mi,lake superior,*"
cork,"mi,lake superior,*"
cork,"mi,lake superior,*"
cork,"ct,49,"
dublin,"nyc,'50"
galway,"ma,boston"
galway,
galway,"nyc,'48"
galway,
galway,"va,"
galway,"oh,"
galway,"oh,"
kerry,"ky,pleasant vly,nicholas co."
kings,nyc
kings,"ny, troy"
kings,"ny, troy,"
leitrim,"nyc,'47"
mayo,"ga,savanah"
monaghan,"ma,boston,50"
tipperary,"ma,chesire,51;ny,buff.,1/53"
tyrone,"ny,albany,11/52"
tyrone,"md,'46"
tyrone,"md,'46"
wexford,"nyc./pa,"
wexford,"oh,"
wexford,"nyc or pa,"
wicklow,"nyc,'52"
,"tn,nashville,"
,
,"ny,openheim,fulton co.50"
cavan,"ga,savannah, 47,"
clare,"ny,dunkirk, to niagara fls."
cork,"ont,"
cork,"ma,boston,"
cork,"ma,boston,"
donegal,
kerry,
kilkenny,
kilkenny,
kilkenny,"il,alton,7/52"
longford,"nyc,37,"
longford,"nyc,37,"
mayo,"ky,flint island,"
mayo,"nyc,02/52"
monaghan,"ma,s.andover,'51/lawr.*"
queens,"nyc,'51"
roscommon,
roscommon,"pa,luzerne co., 49"
roscommon,"mo,st.louis"
roscommon,"nyc,'49"
sligo,"nbr,st.john,'38"
sligo,"nbr,st.john,'38"
sligo,"nbr,st.john,'38"
sligo,"nbr,st.john,'38"
sligo,"nbr,st.john,'38"
tipperary,
westmeath,"mo,st.louis,"
wicklow,"al,4/52"
,"ct,southport,7/52"
,"va,warrington"
waterford,
waterford,
armagh,"ma,"
armagh,nyc
cavan,
cavan,"[],greenbush,52*"
clare,"nyc,'50"
clare,"nyc,'50"
clare,
cork,"que,wakefield,8/52"
cork,"nyc,'49"
cork,
donegal,"ny,porchester"
fermanagh,"quebec,'48"
galway,"ct,stoney creek"
galway,"la,new orleans"
galway,"la,donaldsonville,50"
*italy,"oh,cincinnati,11/52"
*italy,"oh,cincinnati,11/52"
kerry,"ct,westbrook"
kerry,
kerry,"ma,"
kerry,"nyc,'52"
kildare,
kilkenny,"ny,rockton,herkimer co."
kilkenny,"ct,southport,7/52"
limerick,"nyc,'51"
limerick,"nyc,'51"
limerick,
londonderry,"ny,8/52"
longford,"ky,millersburgh"
louth,
louth,
mayo,"ont,kingston"
mayo,"nyc,ward's island"
mayo,"nyc,'53"
meath,"nyc,50"
,
queens,"quebec,'46"
roscommon,"nyc,'52"
tipperary,"nyc,'53"
tipperary,"va,warrington"
waterford,"md,baltimore"
waterford,"md,baltimore"
waterford,
waterford,west
waterford,"ma,boston,3/51"
waterford,nyc
wexford,"quebec,'51"
wexford,
,"la,new orleans"
,
clare,"quebec,'44"
clare,"ny,oneida"
clare,"pa,philidelphia,"
clare,"ny,albany co.*, 05/52"
cork,"oh,cincinnati"
cork,"quebec,'36"
cork,
cork,"vt,"
donegal,nyc
donegal,"ny,rochester, 09/52"
galway,"nyc,'52"
galway,"va,wheeling"
galway,"nyc,'51"
kerry,"ct,new haven"
kerry,"mo,st.louis,"
kerry,"oh,ross co."
kerry,"oh,ross co."
kerry,"in,dearborn co."
kerry,
kerry,"ma,worcester, @50, left"
kerry,"oh,dayton,"
kerry,"mo,st.louis, 03/51"
kildare,"ny,onondaga co.* 03/53"
kilkenny,"oh,"
kilkenny,"ny,lockport,"
limerick,"la,new orleans,1/52"
limerick,"ny,w.troy"
longford,"pa,honesdale, left 04/52"
mayo,"oh,flat rock or seneca co 50"
meath,"il,rockford"
monaghan,"in,'51,"
queens,
roscommon,"sc,charleston,* 52"
sligo,"ny,syracuse,37"
tipperary,"nyc/oh,"
tipperary,"nyc,3/52"
tipperary,"nyc,3/52"
tipperary,"quebec, in a catholic inst."
tipperary,"quebec, in a catholic inst."
tipperary,"nyc,'50"
tipperary,"il,supposed there"
tipperary,"nyc,believed in"
waterford,"quebec,'48"
westmeath,
wexford,"ny,buffalo,"
,"nyc,'49"
,"la,n.orleans,in,prarie co."
,"il,"
,"il,"
,"il,"
,"ont,kingston, 48"
,"ont,kingston, 48"
,"ont,kingston, 48"
,"ont,kingston, 48"
,"oh,cincinnati,"
,"oh,cincinnati"
,"oh,cincinnati"
antrim,"ma,boston,48"
cavan,"wi,"
clare,"ny,oswego"
clare,"ny,oswego"
clare,"ny,oswego"
cork,"nyc,'52"
cork,"in,/il,"
cork,"ma,boston,51"
cork,"ma,boston,5 baker alley,51"
cork,"ny,troy,6/51"
cork,"nyc,'46"
cork,nh
donegal,"pa,pittsburgh"
donegal,"pa,pittsburgh"
donegal,nyc
donegal,nyc
galway,
galway,"ga,savannah"
galway,"md,baltimore"
kerry,"va,christiansburgh"
kerry,"va,christianburgh"
kerry,"nyc,'51"
kerry,
kerry,"in,/il,"
kerry,nyc
kerry,nyc
kerry,nyc
kilkenny,"al,mobile"
kilkenny,"al,mobile[believed in]"
leitrim,"nyc,'48"
leitrim,"nyc,'48"
leitrim,"nyc,'52"
limerick,"nyc,'51"
louth,"quebec,'48"
mayo,"ny,n.evans"
mayo,"ny,n.evans"
meath,"va,9/51"
meath,"va,9/51"
queens,"va,fairmount,"
queens,"pa,"
queens,"ma,boston,supposed"
roscommon,"nyc,10/52"
roscommon,"va,52"
roscommon,"va,52"
tipperary,
tipperary,
tyrone,"*scotland, 48"
tyrone,"pa,pittsburgh,warren or ny"
,"ny,oswego"
,"ri,providence,52*"
,"oh,cleveland,7/53"
,"ny,and erie rr"
,"mi,mi,rr*,44"
,"mi,mi rr*,44"
,"mi,mi rr*,44"
,
clare,"ma,milton,nr,1/53"
clare,"pa,towanda,bradford co.,7/51"
clare,
clare,"ia,indianapolis"
clare,"ia,indianapolis"
cork,"tn,memphis,2/51"
cork,"me,portland,52"
dublin,nyc
fermanagh,"nyc,'48"
galway,"ny,lockport"
galway,"nyc,'51"
galway,"ny,lockport"
galway,
galway,"ny,lockport"
kerry,"quebec,'50"
kerry,"va,newborn,pulaski co,3/53"
kerry,nyc
kerry,nyc
kerry,
kerry,
kerry,
kerry,"nyc,'52"
kerry,"ma,worcester,51"
kildare,"nyc,'49"
kilkenny,"mo,st.louis,9/51"
kings,nyc
kings,nyc
kings,nyc
kings,nyc
kings,nyc
leitrim,"ont,colburn"
leitrim,
leitrim,
limerick,"nyc,'52"
limerick,"ny,little falls,1/52"
mayo,"ma,boston,'49"
mayo,"ma,boston,'49"
mayo,"nyc,'51"
meath,"ma,boston,'46"
meath,"va,43"
monaghan,"nyc,'53"
*england,"nyc,200 mi.west of"
roscommon,"nyc,'51"
tipperary,"ny,cuba,5/52"
waterford,"ny,yonkers"
waterford,"ny,yonkers"
waterford,"md,baltimore,51"
westmeath,"wi,watertown,2 mi.fr."
,"wi,"
,nyc
,nyc
,nyc
,"ma,fitchburg"
,"oh,49"
,"oh,49"
,"il,chicago"
antrim,
carlow,"ire,minmaud,co. carlow,'47"
cavan,*mexico
clare,"ny,long island,flushing"
clare,"quebec,'46"
cork,"ny,lockport"
cork,
cork,"ma,uxbridge"
cork,"nyc,49"
cork,"nyc,49"
cork,"ma,boston,49"
galway,
galway,
kerry,"vt,bellows falls"
kerry,"oh,wayne co."
kerry,
kerry,"nyc,'52"
kerry,"ny,rome,48"
kildare,nyc
kilkenny,"pa,johnstown,3/52"
kilkenny,"pa,johnstown,3/52"
kilkenny,"ky,frankfort"
kings,"nyc,'49"
limerick,"ma,boston,'51"
louth,"pa,easton,51"
mayo,"ma,roxbury,53"
meath,"mo,st.louis,48"
meath,"mo,st.louis,48"
monaghan,"nyc,'52"
roscommon,"nyc,51"
roscommon,"ny,troy"
tipperary,"ct,new haven,7/53"
tipperary,"nyc,49"
tipperary,"ny,erie"
tyrone,"oh,hanoverton,mifflin co."
waterford,"ny,buffalo,51"
waterford,"ny,buffalo,51"
waterford,
waterford,
waterford,
,
,"nyc,'51"
,"ont,chatham"
,nyc
,nyc
armagh,nyc
armagh,nyc
armagh,nyc
armagh,nyc
armagh,nyc
armagh,nyc
armagh,nyc
armagh,nyc
clare,"oh,cleveland"
clare,"oh,cleveland"
clare,"quebec,'50"
clare,"quebec,'48"
clare,"ma,boston,franklin/ann st*"
cork,"pa,philadelphia"
cork,"pa,philadelphia"
cork,"nbr,st.john"
cork,"nb,st. john,52"
cork,"ma,westboro mills,47"
cork,"ma,westboro mills,47"
cork,"ma,westboro mills,47"
cork,"nyc,'51"
cork,"ma,boston,'48"
cork,"ma,boston,'48"
galway,"ma,roxbury,49"
galway,"me,portland"
kerry,"oh,52"
kilkenny,"nyc,'50"
kilkenny,"nyc,'50"
kilkenny,
kilkenny,
kilkenny,"pa,greenburg,51"
limerick,"oh,"
limerick,"oh,"
limerick,"oh,"
limerick,"nyc,'53"
londonderry,"tn,milwaukee;mi"
westmeath,
monaghan,"pa,pittsburgh"
roscommon,"ma,new bedford"
roscommon,"ma,new bedford"
sligo,"oh,sandusky"
sligo,"oh,sandusky"
tipperary,"ont,peterborough"
tipperary,"nyc,'49"
tipperary,nyc
tipperary,"nyc,'47"
tipperary,"nyc,'47"
tipperary,"nyc,'47"
tipperary,"ont,peterborough"
tipperary,"ont,peterborough"
tyrone,"in,"
waterford,
wicklow,"ont,sterling,36"
,"ny,killbuck,catarangus co."
,"ri,providence,"
,"vt,westminster,"
,
,"tn,nashville,3/52"
,
,
,"va,newbern,6/52"
,"ct,colchester*,4/52"
cavan,"nyc,lawrence st."
clare,
clare,
clare,
cork,
cork,"ma,boston, 50"
cork,"ma,boston,'49"
cork,
cork,
cork,
cork,"ma,boston,'46"
cork,"que,quebec"
cork,"ma,lawrence,lft 10/52"
donegal,
galway,"nyc,'52"
galway,"nyc,'53"
galway,"nyc,'53"
kerry,"oh,richland co., shelby"
kerry,"ma,boston, federal st."
kerry,"nyc,'52"
kerry,"nh,"
kerry,
kerry,
kerry,"oh,wintersville,jefferson co"
kildare,"ny,utica"
kilkenny,"va,vitville"
leitrim,"quebec,'48"
leitrim,"oh,cincinnati,morrowtown,51"
limerick,
limerick,"nyc,'48"
louth,"me,"
louth,"me,"
mayo,
mayo,
mayo,
sligo,"que,montreal, 47"
tipperary,
tipperary,
tipperary,"me,portland"
tipperary,"que,montreal,49"
,"vt,middlebury,51"
,"ma,boston,nr."
,"ma,boston,nr."
,
,
,"ny,genesee co"
clare,
clare,
limerick,"vt,middlebury,51"
clare,
clare,"oh,"
clare,
clare,
cork,"ny,messina,36"
cork,"ny,messina,36"
cork,"ny,messina,36"
cork,"ny,whitehall,36"
cork,
dublin,"quebec,'52"
galway,nyc
galway,nyc
galway,nyc
galway,"nyc,'53"
kerry,"nyc,'49"
kerry,"oh,"
kerry,"oh,cincinnati"
kerry,"oh,"
kerry,"oh,"
kerry,"oh,"
leitrim,"ny,brooklyn"
limerick,nyc
limerick,"ny,buffalo,nr."
limerick,"ny,buffalo,nr."
limerick,
limerick,
longford,"que,bay of cheleur"
longford,"que,bay of cheleur"
mayo,
mayo,
mayo,"oh,cincinnati,2/52;nr cairo"
mayo,
mayo,"ny,buffalo"
meath,nyc/boston
meath,nyc/boston
meath,"la,new orleans"
longford,"nyc,'49"
roscommon,"tn,milwaukee,52"
sligo,"ma,boston,4 congress st*"
tipperary,
tipperary,"ny,buffalo"
tipperary,"nbr,st.john"
waterford,"nyc,'52"
waterford,"nyc,'45"
wexford,
wexford,
wexford,"mo,st.louis,51"
,"ct,new haven,51"
,"dc,washington"
,
,
,
,"ny,herkimer,52"
clare,"ny,binghamton"
clare,
cork,"nyc,'48"
cork,"nbr,st.john"
cork,"ma,boston,2/52"
cork,
cork,"ga,savannah,37"
dublin,"nyc,'51"
dublin,"nyc,'51"
dublin,"nyc,'51"
galway,"va,preston co."
galway,"nyc,'51"
galway,"nyc,'51"
galway,"nbr,st.john,10/52"
galway,"nj,newark,6/52"
kerry,"ma,boston,'52"
kerry,nyc
kerry,"que,montreal,11/52"
kildare,
limerick,
limerick,"ny,saratoga"
limerick,"ca,"
limerick,"va,"
limerick,
limerick,"quebec,'46"
limerick,
limerick,
limerick,
londonderry,"pa,47"
londonderry,
longford,"nyc,'47"
mayo,"va,monroe co."
mayo,
mayo,"quebec,'44"
mayo,"quebec,'44"
mayo,"nyc,'17"
roscommon,"tn,nashville,3/53"
sligo,"que,montreal,50"
sligo,"que,montreal,50"
sligo,"que,lower concession"
wexford,
,"ma,boston,ann st,6/17/52"
,"mo,st.louis,nr."
,"ma,springfield"
,"pa,goose creek,3/53"
,"mo,st.louis,nr."
,"md,cumberland"
,"mo,st.louis,nr."
,nyc
,nyc
,"oh,cleveland"
antrim,"nyc,'38"
cavan,"que,montreal,51"
cavan,washington d.c.
cork,"ny,oswego co."
cork,"ny,oswego co."
cork,
cork,"nyc,'52"
cork,jamaica
cork,"nyc,'49"
cork,"nyc,'51"
donegal,"nbr,st.john"
donegal,"pa,philad,143 s. front st."
down,"nyc,'49"
fermanagh,"in,laporte"
galway,"pa,goose creek,3/53"
galway,
kerry,
kerry,"oh,/va,"
kerry,"oh,logan co,belfountain"
kerry,"il,lebanon"
kerry,"oh,lohan co.,belfountain"
kerry,"oh,logan co.,belfountain"
kerry,"nyc,'52"
kerry,"quebec,'53"
kerry,"quebec,'53"
kerry,"quebec,'53"
kilkenny,"wi,troy lake"
kilkenny,
leitrim,"la,"
londonderry,"ma,merrimac/lawrence,38"
westmeath,"nyc,'45"
*england,"pa,philad,143 s. front st."
,"ny,oswego"
queens,"nyc,52"
queens,"oh,columbus,6/53"
roscommon,"nyc,'52"
tipperary,
tipperary,
tipperary,
tipperary,"ny,troy"
tipperary,schaghticoke
tipperary,"ca,4/52"
tipperary,"oh,"
wexford,"pa,tinker run,8/51"
wicklow,"nyc,'47"
,nyc
,"nyc,277 front st,5/52*"
,"nyc,'52"
,"nyc,'52"
,"ma,springfield,9/53"
,
,"ny,hudson,51"
,"ct,new haven/n.haven*"
,"ma,"
,"vt,"
cavan,"ont,huntly,8th concession of"
clare,
clare,
cork,"nyc,'53"
cork,"quebec,'31"
cork,"ma,*48"
cork,"quebec,'47"
cork,"il,peoria,49"
galway,"ia,michigan city,5/52"
galway,"nyc,'47"
galway,"ma,boston"
kerry,"va,richmond,4/53"
kerry,nyc
kerry,"quebec,'52"
kerry,
kerry,"nyc,'51"
kerry,"sc,charleston"
leitrim,"pa,pittsburgh"
leitrim,
limerick,"il,belvidere,51"
londonderry,"nyc,'52"
louth,nyc
louth,nyc
mayo,"nyc,'47"
mayo,"nyc,'47"
mayo,"nyc,'47"
mayo,"nyc,'47"
mayo,"nyc,'50"
mayo,"ny,buffalo"
roscommon,"oh,wood county"
sligo,"quebec,'53"
tipperary,"nbr,st.john,48"
tipperary,"nbr,st.john,48"
tipperary,"ma,winchendon,'52"
tipperary,"ma,winchendon,'52"
waterford,
waterford,"ia,aurora"
,"nyc,'52"
